job_id,company_name,title,max_salary,pay_period,location,views,med_salary,min_salary,formatted_work_type,applies,remote_allowed,formatted_experience_level,listed_time,sponsored,work_type,currency,normalized_salary,listed_date,listed_year,listed_month,city,state,annual_salary,skill_Python,skill_SQL,skill_Excel,skill_Power_BI,skill_Tableau,skill_Java,skill_AWS,skill_Machine_Learning,skill_R,skill_Communication,skill_Project_Management,skill_Salesforce,salary_band,application_rate,applies_filled,apply_view_ratio,posting_signature,repost_count,skill_count,salary_disclosed,log_views,anomaly_flag,anomaly_score,is_ghost_candidate
3889750573,"MasterCorp, Inc.",Division Field Human Resources Manager,,,"Las Vegas, NV",13.0,,,Full-time,1.0,0,Not Specified,1712667699000.0,0,FULL_TIME,,,2024-04-09 13:01:39,2024,2024-04,Las Vegas,NV,,0,0,1,0,0,0,1,0,1,0,0,0,Not Disclosed,0.0769230769230769,1.0,0.07692307692307693,"MasterCorp, Inc._Division Field Human Resources Manager_Las Vegas, NV",1,3,0,2.639057329615259,1,0.1933555135453221,0
3889750645,Vector Recruiting LLC,Researcher - Network Security,160000.0,YEARLY,"Montgomery County, MD",61.0,,150000.0,Full-time,10.0,0,Mid-Senior level,1712667306000.0,0,FULL_TIME,USD,155000.0,2024-04-09 12:55:06,2024,2024-04,Montgomery County,MD,155000.0,1,0,0,0,0,1,0,1,1,1,0,0,Above 120K,0.1639344262295081,10.0,0.16393442622950818,"Vector Recruiting LLC_Researcher - Network Security_Montgomery County, MD",1,5,1,4.127134385045092,1,0.07203504429856689,0
3889750725,Matlen Silver,QA / Mobile Tester,60.0,HOURLY,"Chandler, AZ",78.0,,60.0,Contract,8.0,0,Not Specified,1712667412000.0,0,CONTRACT,USD,124800.0,2024-04-09 12:56:52,2024,2024-04,Chandler,AZ,124800.0,0,0,0,0,0,0,0,0,1,0,0,0,Above 120K,0.1025641025641025,8.0,0.10256410256410256,"Matlen Silver_QA / Mobile Tester_Chandler, AZ",1,1,1,4.3694478524670215,1,0.08227606762469186,0
3889750915,Rockwood Wealth Management,Financial Planning Associate,85000.0,YEARLY,"New Hope, PA",17.0,,65000.0,Full-time,,0,Not Specified,1712667920000.0,0,FULL_TIME,USD,75000.0,2024-04-09 13:05:20,2024,2024-04,New Hope,PA,75000.0,0,0,0,0,0,0,0,0,1,1,0,0,50K-80K,,0.0,0.0,"Rockwood Wealth Management_Financial Planning Associate_New Hope, PA",1,2,1,2.8903717578961645,1,0.13140953237077924,0
3889750933,UA Brands (Uniform Advantage Brands),Sales Business Development Executive (Culinary Sales),,,"Florida, United States",34.0,,,Full-time,12.0,1,Mid-Senior level,1712667809000.0,0,FULL_TIME,,,2024-04-09 13:03:29,2024,2024-04,Florida,United States,,0,0,1,0,0,0,0,0,1,1,0,1,Not Disclosed,0.3529411764705882,12.0,0.35294117647058826,"UA Brands (Uniform Advantage Brands)_Sales Business Development Executive (Culinary Sales)_Florida, United States",1,4,0,3.5553480614894135,1,0.1050771236363362,0
3889750940,2020 Search Partners,Account Executive,125000.0,YEARLY,"Miami, FL",31.0,,75000.0,Full-time,11.0,0,Associate,1712667827000.0,0,FULL_TIME,USD,100000.0,2024-04-09 13:03:47,2024,2024-04,Miami,FL,100000.0,0,0,0,0,0,0,0,0,1,0,0,0,80K-120K,0.3548387096774194,11.0,0.3548387096774194,"2020 Search Partners_Account Executive_Miami, FL",1,1,1,3.4657359027997265,1,0.04098610025108784,0
3889750967,Alnylam Pharmaceuticals,"Director, Regulatory Affairs CMC, Combination Products",,,"Cambridge, MA",33.0,,,Full-time,2.0,0,Director,1712667859000.0,0,FULL_TIME,,,2024-04-09 13:04:19,2024,2024-04,Cambridge,MA,,0,0,1,0,0,0,0,0,1,1,0,0,Not Disclosed,0.0606060606060606,2.0,0.06060606060606061,"Alnylam Pharmaceuticals_Director, Regulatory Affairs CMC, Combination Products_Cambridge, MA",1,3,0,3.5263605246161616,1,0.1954595885305681,0
3889750974,"Elford, Inc",Prevailing Wage Specialist,,,"Columbus, Ohio Metropolitan Area",12.0,,,Full-time,,0,Associate,1712667907000.0,0,FULL_TIME,,,2024-04-09 13:05:07,2024,2024-04,Columbus,Ohio Metropolitan Area,,0,0,1,0,0,0,1,0,1,0,0,0,Not Disclosed,,0.0,0.0,"Elford, Inc_Prevailing Wage Specialist_Columbus, Ohio Metropolitan Area",1,3,0,2.5649493574615367,1,0.194288205103623,0
3889751310,Abbie Jones Consulting,Civil Engineer,,,United States,57.0,,,Full-time,12.0,1,Not Specified,1712667187000.0,0,FULL_TIME,,,2024-04-09 12:53:07,2024,2024-04,United States,United States,,0,0,0,0,0,0,0,0,1,1,0,0,Not Disclosed,0.2105263157894736,12.0,0.21052631578947367,Abbie Jones Consulting_Civil Engineer_United States,1,2,0,4.060443010546419,1,0.16597984080067746,0
3889751361,"MRS BPO, LLC",Human Resources Generalist,,YEARLY,"Dothan, AL",12.0,50000.0,,Full-time,1.0,0,Not Specified,1712667174000.0,0,FULL_TIME,USD,50000.0,2024-04-09 12:52:54,2024,2024-04,Dothan,AL,50000.0,0,0,1,0,0,0,1,0,1,1,0,0,50K-80K,0.0833333333333333,1.0,0.08333333333333333,"MRS BPO, LLC_Human Resources Generalist_Dothan, AL",1,4,1,2.5649493574615367,1,0.12139765552934934,0
3889751403,ML OUTSOURCING SERVICES PRIVATE LIMITED,Regulatory Affairs Project Leader,57.5,HOURLY,"Santa Clara, CA",25.0,,57.5,Contract,4.0,0,Mid-Senior level,1712666924000.0,0,CONTRACT,USD,119600.0,2024-04-09 12:48:44,2024,2024-04,Santa Clara,CA,119600.0,0,0,0,0,0,0,0,0,1,1,1,0,80K-120K,0.16,4.0,0.16,"ML OUTSOURCING SERVICES PRIVATE LIMITED_Regulatory Affairs Project Leader_Santa Clara, CA",1,3,1,3.258096538021482,1,0.16086082265788193,0
3889751426,Fathom Realty,Real Estate Salesperson,,YEARLY,United States,49.0,150000.0,,Full-time,4.0,1,Not Specified,1712667066000.0,0,FULL_TIME,USD,150000.0,2024-04-09 12:51:06,2024,2024-04,United States,United States,150000.0,0,0,0,0,0,0,0,0,1,1,0,0,Above 120K,0.0816326530612244,4.0,0.08163265306122448,Fathom Realty_Real Estate Salesperson_United States,1,2,1,3.912023005428146,1,0.13271670368853716,0
3889751479,BluePrint Supply Chain,Project Manager,,,"Memphis, TN",36.0,,,Full-time,4.0,0,Associate,1712667097000.0,0,FULL_TIME,,,2024-04-09 12:51:37,2024,2024-04,Memphis,TN,,0,0,0,0,0,0,0,0,1,1,1,0,Not Disclosed,0.1111111111111111,4.0,0.1111111111111111,"BluePrint Supply Chain_Project Manager_Memphis, TN",1,3,0,3.6109179126442243,1,0.19730544658663124,0
3889751486,Sectr Partners,Security Engineer,145000.0,YEARLY,United States,184.0,,125000.0,Full-time,70.0,1,Mid-Senior level,1712667099000.0,0,FULL_TIME,USD,135000.0,2024-04-09 12:51:39,2024,2024-04,United States,United States,135000.0,0,0,1,0,0,0,0,0,1,1,0,0,Above 120K,0.3804347826086957,70.0,0.3804347826086957,Sectr Partners_Security Engineer_United States,1,3,1,5.220355825078325,1,0.03450873885688255,0
3889751539,"The Axel Group, LLC",Controller,160000.0,YEARLY,"Jackson, NJ",33.0,,140000.0,Full-time,1.0,0,Mid-Senior level,1712667272000.0,0,FULL_TIME,USD,150000.0,2024-04-09 12:54:32,2024,2024-04,Jackson,NJ,150000.0,0,0,0,0,0,0,0,0,1,0,0,0,Above 120K,0.0303030303030303,1.0,0.030303030303030304,"The Axel Group, LLC_Controller_Jackson, NJ",1,1,1,3.5263605246161616,1,0.09497451043401384,0
3889751580,Nesco Resource,Senior IT Auditor  ,,,"Hartford, WI",18.0,,,Contract,2.0,0,Mid-Senior level,1712667258000.0,0,CONTRACT,,,2024-04-09 12:54:18,2024,2024-04,Hartford,WI,,0,0,1,0,0,0,1,0,1,0,0,0,Not Disclosed,0.1111111111111111,2.0,0.1111111111111111,"Nesco Resource_Senior IT Auditor  _Hartford, WI",1,3,0,2.9444389791664403,1,0.19816257934990494,0
3889751610,ClifyX,Business Development Lead,,,San Francisco Bay Area,10.0,,,Full-time,1.0,0,Director,1712667304000.0,0,FULL_TIME,,,2024-04-09 12:55:04,2024,2024-04,San Francisco Bay Area,San Francisco Bay Area,,0,0,0,0,0,0,0,0,1,0,0,0,Not Disclosed,0.1,1.0,0.1,ClifyX_Business Development Lead_San Francisco Bay Area,1,1,0,2.3978952727983707,1,0.11992416240845527,0
3889751684,eNGINE,Senior Business Intelligence Developer,145000.0,YEARLY,"Pittsburgh, PA",81.0,,125000.0,Full-time,41.0,0,Mid-Senior level,1712667440000.0,0,FULL_TIME,USD,135000.0,2024-04-09 12:57:20,2024,2024-04,Pittsburgh,PA,135000.0,0,1,0,1,1,0,0,0,1,0,0,0,Above 120K,0.5061728395061729,41.0,0.5061728395061729,"eNGINE_Senior Business Intelligence Developer_Pittsburgh, PA",2,4,1,4.406719247264253,-1,-0.0893941830631726,0
3889751706,Georgia Institute of Technology,Postdoctoral Researcher,,,"Atlanta, GA",55.0,,,Full-time,5.0,0,Not Specified,1712668238000.0,0,FULL_TIME,,,2024-04-09 13:10:38,2024,2024-04,Atlanta,GA,,1,0,0,0,0,0,0,0,1,0,0,0,Not Disclosed,0.0909090909090909,5.0,0.09090909090909091,"Georgia Institute of Technology_Postdoctoral Researcher_Atlanta, GA",1,2,0,4.02535169073515,1,0.17247578296918975,0
3889751732,"Walrath Recruiting, Inc.",School Based Social Worker,72000.0,YEARLY,"Saratoga Springs, NY",15.0,,50000.0,Full-time,2.0,0,Not Specified,1712667508000.0,0,FULL_TIME,USD,61000.0,2024-04-09 12:58:28,2024,2024-04,Saratoga Springs,NY,61000.0,0,0,0,0,0,0,0,0,1,1,0,0,50K-80K,0.1333333333333333,2.0,0.13333333333333333,"Walrath Recruiting, Inc._School Based Social Worker_Saratoga Springs, NY",1,2,1,2.772588722239781,1,0.14513705156083279,0
3889751739,Spencer Ogden,Piping and Instrumentation Diagram Designer,,,"Plaquemine, LA",29.0,,,Contract,1.0,0,Mid-Senior level,1712667750000.0,0,CONTRACT,,,2024-04-09 13:02:30,2024,2024-04,Plaquemine,LA,,0,0,0,0,0,0,0,0,1,0,0,0,Not Disclosed,0.0344827586206896,1.0,0.034482758620689655,"Spencer Ogden_Piping and Instrumentation Diagram Designer_Plaquemine, LA",1,1,0,3.4011973816621555,1,0.13963361416838066,0
3889751749,"Galileo Search, LLC",Interim Senior Director - Quality Management | Multi-site | Texas,,,"Texas, United States",22.0,,,Contract,2.0,0,Director,1712667520000.0,0,CONTRACT,,,2024-04-09 12:58:40,2024,2024-04,Texas,United States,,0,0,1,0,0,0,0,0,1,1,0,0,Not Disclosed,0.0909090909090909,2.0,0.09090909090909091,"Galileo Search, LLC_Interim Senior Director - Quality Management | Multi-site | Texas_Texas, United States",1,3,0,3.1354942159291497,1,0.2039214743155784,0
3889751758,Techtronic Industries - TTI,Sales And Marketing Specialist,,,"Thompson, NY",19.0,,,Full-time,2.0,0,Entry level,1712667539000.0,0,FULL_TIME,,,2024-04-09 12:58:59,2024,2024-04,Thompson,NY,,0,0,1,0,0,0,0,0,1,1,0,0,Not Disclosed,0.1052631578947368,2.0,0.10526315789473684,"Techtronic Industries - TTI_Sales And Marketing Specialist_Thompson, NY",1,3,0,2.995732273553991,1,0.20082447197376418,0
3889751762,Schroeder Design Build,Custom Home Renovation - Construction Director,,,"Fairfax, VA",28.0,,,Full-time,,0,Director,1712667527000.0,0,FULL_TIME,,,2024-04-09 12:58:47,2024,2024-04,Fairfax,VA,,0,0,0,0,0,0,0,0,1,0,0,0,Not Disclosed,,0.0,0.0,"Schroeder Design Build_Custom Home Renovation - Construction Director_Fairfax, VA",1,1,0,3.367295829986474,1,0.1299412943662045,0
3889751768,Vertisystem,Workplace Receptionist/ Admin Assistant ,25.0,HOURLY,"Chicago, IL",40.0,,25.0,Contract,5.0,0,Mid-Senior level,1712667590000.0,0,CONTRACT,USD,52000.0,2024-04-09 12:59:50,2024,2024-04,Chicago,IL,52000.0,0,0,1,0,0,0,0,0,1,1,0,0,50K-80K,0.125,5.0,0.125,"Vertisystem_Workplace Receptionist/ Admin Assistant _Chicago, IL",1,3,1,3.713572066704308,1,0.15525186350407955,0
3889751820,Capital Max,Commercial Real Estate Debt Cold Caller,100000.0,YEARLY,"Fort Lauderdale, FL",27.0,,40000.0,Full-time,4.0,0,Not Specified,1712668183000.0,0,FULL_TIME,USD,70000.0,2024-04-09 13:09:43,2024,2024-04,Fort Lauderdale,FL,70000.0,0,0,1,0,0,0,0,0,1,1,0,0,50K-80K,0.1481481481481481,4.0,0.14814814814814814,"Capital Max_Commercial Real Estate Debt Cold Caller_Fort Lauderdale, FL",1,3,1,3.332204510175204,1,0.16303704074404796,0
3889751839,Gloo Digital,Lead Data Scientist,120000.0,YEARLY,Atlanta Metropolitan Area,46.0,,110000.0,Full-time,12.0,0,Mid-Senior level,1712668294000.0,0,FULL_TIME,USD,115000.0,2024-04-09 13:11:34,2024,2024-04,Atlanta Metropolitan Area,Atlanta Metropolitan Area,115000.0,1,0,0,0,0,0,0,1,1,0,0,0,80K-120K,0.2608695652173913,12.0,0.2608695652173913,Gloo Digital_Lead Data Scientist_Atlanta Metropolitan Area,1,3,1,3.8501476017100584,1,0.1308664128287615,0
3889751871,Turn Up Talent,Sales Manager,,,"Indianapolis, IN",32.0,,,Full-time,1.0,0,Mid-Senior level,1712667811000.0,0,FULL_TIME,,,2024-04-09 13:03:31,2024,2024-04,Indianapolis,IN,,0,0,1,0,0,0,0,0,1,1,0,0,Not Disclosed,0.03125,1.0,0.03125,"Turn Up Talent_Sales Manager_Indianapolis, IN",1,3,0,3.4965075614664802,1,0.1805973266898589,0
3889751894,United States Holocaust Memorial Museum,Special Project Manager,,,Washington DC-Baltimore Area,65.0,,,Full-time,5.0,0,Associate,1712667796000.0,0,FULL_TIME,,,2024-04-09 13:03:16,2024,2024-04,Washington DC-Baltimore Area,Washington DC-Baltimore Area,,0,0,1,0,0,0,0,0,1,1,1,0,Not Disclosed,0.0769230769230769,5.0,0.07692307692307693,United States Holocaust Memorial Museum_Special Project Manager_Washington DC-Baltimore Area,1,4,0,4.189654742026425,1,0.14847537998999122,0
3889751951,Brickhouse Resources,Cloud Engineer,140000.0,YEARLY,"Johns Creek, GA",78.0,,120000.0,Full-time,32.0,0,Associate,1712667844000.0,0,FULL_TIME,USD,130000.0,2024-04-09 13:04:04,2024,2024-04,Johns Creek,GA,130000.0,1,1,1,0,0,0,0,0,1,1,0,0,Above 120K,0.4102564102564102,32.0,0.41025641025641024,"Brickhouse Resources_Cloud Engineer_Johns Creek, GA",1,5,1,4.3694478524670215,-1,-0.006943593903128709,0
3889751981,NASIC (National Air and Space Intelligence Center),Developmental Engineer,114649.0,YEARLY,"Dayton, OH",35.0,,79735.0,Full-time,1.0,0,Entry level,1712667871000.0,0,FULL_TIME,USD,97192.0,2024-04-09 13:04:31,2024,2024-04,Dayton,OH,97192.0,0,0,0,0,0,0,0,0,1,1,0,0,80K-120K,0.0285714285714285,1.0,0.02857142857142857,"NASIC (National Air and Space Intelligence Center)_Developmental Engineer_Dayton, OH",1,2,1,3.58351893845611,1,0.12266941476409626,0
3889751989,DRS IT Solutions Inc,Information Technology Security Analyst,,,"Lansing, MI",46.0,,,Contract,8.0,0,Entry level,1712668212000.0,0,CONTRACT,,,2024-04-09 13:10:12,2024,2024-04,Lansing,MI,,0,0,0,0,0,0,0,0,1,1,0,0,Not Disclosed,0.1739130434782608,8.0,0.17391304347826086,"DRS IT Solutions Inc_Information Technology Security Analyst_Lansing, MI",1,2,0,3.8501476017100584,1,0.1762329795613315,0
3889752102,Northwestern Mutual,"Financial Planning Consultant (Licensing, Training and Mentorship Provided)",250000.0,YEARLY,"Aventura, FL",12.0,,70000.0,Full-time,1.0,0,Not Specified,1712666775000.0,0,FULL_TIME,USD,160000.0,2024-04-09 12:46:15,2024,2024-04,Aventura,FL,160000.0,0,0,1,0,0,0,0,0,1,1,0,0,Above 120K,0.0833333333333333,1.0,0.08333333333333333,"Northwestern Mutual_Financial Planning Consultant (Licensing, Training and Mentorship Provided)_Aventura, FL",1,3,1,2.5649493574615367,1,0.15110671869872871,0
3889752118,Anonybit,Solutions Consultant,,,"New York, United States",19.0,,,Full-time,2.0,0,Not Specified,1712666782000.0,0,FULL_TIME,,,2024-04-09 12:46:22,2024,2024-04,New York,United States,,0,0,1,0,0,0,0,0,1,1,1,0,Not Disclosed,0.1052631578947368,2.0,0.10526315789473684,"Anonybit_Solutions Consultant_New York, United States",1,4,0,2.995732273553991,1,0.17516172029752275,0
3889752307,USO,Major Gifts Officer,,,"San Diego County, CA",12.0,,,Full-time,,1,Mid-Senior level,1712667028000.0,0,FULL_TIME,,,2024-04-09 12:50:28,2024,2024-04,San Diego County,CA,,0,0,1,0,0,0,0,0,1,1,1,0,Not Disclosed,,0.0,0.0,"USO_Major Gifts Officer_San Diego County, CA",1,4,0,2.5649493574615367,1,0.1598356466619021,0
3889752312,Venteon,Senior Human Resources Generalist,80000.0,YEARLY,"Novi, MI",43.0,,70000.0,Full-time,8.0,0,Mid-Senior level,1712667153000.0,0,FULL_TIME,USD,75000.0,2024-04-09 12:52:33,2024,2024-04,Novi,MI,75000.0,0,0,1,0,0,0,0,0,1,1,0,0,50K-80K,0.1860465116279069,8.0,0.18604651162790697,"Venteon_Senior Human Resources Generalist_Novi, MI",1,3,1,3.784189633918261,1,0.15253454195091792,0
3889752351,CNA Search,Product Specialist,130000.0,YEARLY,"Houston, TX",29.0,,100000.0,Full-time,3.0,0,Mid-Senior level,1712667193000.0,0,FULL_TIME,USD,115000.0,2024-04-09 12:53:13,2024,2024-04,Houston,TX,115000.0,0,0,0,0,0,0,0,0,1,0,0,0,80K-120K,0.1034482758620689,3.0,0.10344827586206896,"CNA Search_Product Specialist_Houston, TX",1,1,1,3.4011973816621555,1,0.11819624940892232,0
3889752354,Open Sky Community Services,Client Services Funds Administrator,,,"Worcester, MA",10.0,,,Full-time,,0,Not Specified,1712667145000.0,0,FULL_TIME,,,2024-04-09 12:52:25,2024,2024-04,Worcester,MA,,0,0,1,0,0,0,1,0,1,1,0,0,Not Disclosed,,0.0,0.0,"Open Sky Community Services_Client Services Funds Administrator_Worcester, MA",1,4,0,2.3978952727983707,1,0.14663027133435674,0
3889752359,Anzurra,Executive Vice President - Contract Management,,,"Virginia, United States",62.0,,,Full-time,4.0,0,Executive,1712667359000.0,0,FULL_TIME,,,2024-04-09 12:55:59,2024,2024-04,Virginia,United States,,0,0,0,0,0,0,0,0,1,0,0,0,Not Disclosed,0.064516129032258,4.0,0.06451612903225806,"Anzurra_Executive Vice President - Contract Management_Virginia, United States",1,1,0,4.143134726391533,1,0.12256723478927067,0
3889752384,Nesco Resource,Principal Cloud Security Engineer,,,"Orlando, FL",38.0,,,Full-time,14.0,0,Mid-Senior level,1712667215000.0,0,FULL_TIME,,,2024-04-09 12:53:35,2024,2024-04,Orlando,FL,,1,0,1,0,0,1,1,0,1,1,0,0,Not Disclosed,0.3684210526315789,14.0,0.3684210526315789,"Nesco Resource_Principal Cloud Security Engineer_Orlando, FL",1,6,0,3.6635616461296463,1,0.017736027706300894,0
3889752390,TalentPartners,Senior IT Support Technician ,50.0,HOURLY,"Los Angeles, CA",17.0,,45.0,Full-time,1.0,0,Mid-Senior level,1712667340000.0,0,FULL_TIME,USD,98800.0,2024-04-09 12:55:40,2024,2024-04,Los Angeles,CA,98800.0,0,0,1,0,0,0,0,0,1,1,0,0,80K-120K,0.0588235294117647,1.0,0.058823529411764705,"TalentPartners_Senior IT Support Technician _Los Angeles, CA",1,3,1,2.8903717578961645,1,0.16685489859652214,0
3889752461,Zillow,"Partner Success Manager, Rentals",,,United States,980.0,,,Full-time,37.0,1,Mid-Senior level,1712668064000.0,0,FULL_TIME,,,2024-04-09 13:07:44,2024,2024-04,United States,United States,,0,0,1,0,0,0,0,0,1,0,0,1,Not Disclosed,0.0377551020408163,37.0,0.03775510204081633,"Zillow_Partner Success Manager, Rentals_United States",1,3,0,6.8885724595653635,-1,-0.007169148910273426,1
3889752544,Save the Sound,Long Island Soundkeeper Associate,28.0,HOURLY,"Larchmont, NY",43.0,,24.0,Full-time,1.0,0,Not Specified,1712667561000.0,0,FULL_TIME,USD,54080.0,2024-04-09 12:59:21,2024,2024-04,Larchmont,NY,54080.0,0,0,1,0,0,0,1,0,1,1,0,0,50K-80K,0.0232558139534883,1.0,0.023255813953488372,"Save the Sound_Long Island Soundkeeper Associate_Larchmont, NY",1,4,1,3.784189633918261,1,0.09208071011508179,0
3889752554,Mission Staffing,Financial Analyst,175000.0,YEARLY,New York City Metropolitan Area,58.0,,150000.0,Full-time,17.0,0,Mid-Senior level,1712667423000.0,0,FULL_TIME,USD,162500.0,2024-04-09 12:57:03,2024,2024-04,New York City Metropolitan Area,New York City Metropolitan Area,162500.0,0,0,1,0,0,0,0,0,1,0,0,0,Above 120K,0.293103448275862,17.0,0.29310344827586204,Mission Staffing_Financial Analyst_New York City Metropolitan Area,1,2,1,4.07753744390572,1,0.09704306053800837,0
3889752578,Converge Technology Solutions Corp.,Project Manager (remote),,,United States,265.0,,,Full-time,104.0,1,Mid-Senior level,1712667467000.0,0,FULL_TIME,,,2024-04-09 12:57:47,2024,2024-04,United States,United States,,0,0,1,0,0,0,0,0,1,1,1,0,Not Disclosed,0.3924528301886792,104.0,0.39245283018867927,Converge Technology Solutions Corp._Project Manager (remote)_United States,1,4,0,5.583496308781699,1,0.03092480496984773,0
3889752590,Brandywine Insights,Consulting Partner,,,United States,58.0,,,Part-time,5.0,1,Not Specified,1712667737000.0,0,PART_TIME,,,2024-04-09 13:02:17,2024,2024-04,United States,United States,,0,0,0,0,0,0,0,0,1,1,0,0,Not Disclosed,0.0862068965517241,5.0,0.08620689655172414,Brandywine Insights_Consulting Partner_United States,1,2,0,4.07753744390572,1,0.17055648766300063,0
3889752643,"Systemart, LLC",UX Designer - Visual Design & Prototyping ,,,United States,171.0,,,Contract,70.0,1,Mid-Senior level,1712667660000.0,0,CONTRACT,,,2024-04-09 13:01:00,2024,2024-04,United States,United States,,0,0,0,0,0,0,0,0,1,0,0,0,Not Disclosed,0.4093567251461988,70.0,0.4093567251461988,"Systemart, LLC_UX Designer - Visual Design & Prototyping _United States",1,1,0,5.147494476813453,1,0.010278519564371424,0
3889752714,Galderma,Dermatology Skincare Professional - Tampa,,,"Tampa, FL",27.0,,,Full-time,6.0,0,Entry level,1712667712000.0,0,FULL_TIME,,,2024-04-09 13:01:52,2024,2024-04,Tampa,FL,,0,0,1,0,0,0,0,0,1,1,0,0,Not Disclosed,0.2222222222222222,6.0,0.2222222222222222,"Galderma_Dermatology Skincare Professional - Tampa_Tampa, FL",1,3,0,3.332204510175204,1,0.17928633501337415,0
3889752731,"Berean Group International, Inc.",Safety Engineer,40.0,HOURLY,"Oxford, OH",17.0,,40.0,Contract,1.0,0,Mid-Senior level,1712667815000.0,0,CONTRACT,USD,83200.0,2024-04-09 13:03:35,2024,2024-04,Oxford,OH,83200.0,0,0,0,0,0,0,0,0,1,0,0,0,80K-120K,0.0588235294117647,1.0,0.058823529411764705,"Berean Group International, Inc._Safety Engineer_Oxford, OH",1,1,1,2.8903717578961645,1,0.11449755160383485,0
3889752793,Summit Energy,Commercial Solar Sales Representative,,YEARLY,"Springfield, Massachusetts Metropolitan Area",17.0,250000.0,,Contract,,0,Not Specified,1712667874000.0,0,CONTRACT,USD,250000.0,2024-04-09 13:04:34,2024,2024-04,Springfield,Massachusetts Metropolitan Area,250000.0,0,0,0,0,0,0,0,0,1,1,0,0,Above 120K,,0.0,0.0,"Summit Energy_Commercial Solar Sales Representative_Springfield, Massachusetts Metropolitan Area",1,2,1,2.8903717578961645,1,0.13140953237077924,0
3889752925,Digital Capital Advisors,Technology Investment Banking Associate,,,"New York, NY",96.0,,,Full-time,28.0,0,Not Specified,1712668258000.0,0,FULL_TIME,,,2024-04-09 13:10:58,2024,2024-04,New York,NY,,0,0,1,0,0,0,0,0,1,1,0,0,Not Disclosed,0.2916666666666667,28.0,0.2916666666666667,"Digital Capital Advisors_Technology Investment Banking Associate_New York, NY",1,3,0,4.574710978503383,1,0.13861525965840749,0
3889752955,A-SAFE USA,Account Manager - Channel Sales,,,Dallas-Fort Worth Metroplex,52.0,,,Full-time,4.0,1,Mid-Senior level,1712668055000.0,0,FULL_TIME,,,2024-04-09 13:07:35,2024,2024-04,Dallas-Fort Worth Metroplex,Dallas-Fort Worth Metroplex,,0,0,1,0,0,0,0,0,1,1,0,0,Not Disclosed,0.0769230769230769,4.0,0.07692307692307693,A-SAFE USA_Account Manager - Channel Sales_Dallas-Fort Worth Metroplex,1,3,0,3.970291913552122,1,0.18441961750391206,0
3889753008,Medius,Salesforce Administrator,,,United States,240.0,,,Full-time,66.0,1,Associate,1712666817000.0,0,FULL_TIME,,,2024-04-09 12:46:57,2024,2024-04,United States,United States,,0,0,1,0,0,0,0,0,1,1,0,1,Not Disclosed,0.275,66.0,0.275,Medius_Salesforce Administrator_United States,1,4,0,5.484796933490655,1,0.06740725904639244,0
3889753052,Concero,Help Desk Technician,,,Greater St. Louis,37.0,,,Full-time,3.0,0,Associate,1712666907000.0,0,FULL_TIME,,,2024-04-09 12:48:27,2024,2024-04,Greater St. Louis,Greater St. Louis,,0,0,1,0,0,0,0,0,1,1,0,0,Not Disclosed,0.081081081081081,3.0,0.08108108108108109,Concero_Help Desk Technician_Greater St. Louis,1,3,0,3.6375861597263857,1,0.19114797164382263,0
3889753197,eNGINE,Microsoft Dynamics Great Plains Lead,140000.0,YEARLY,"Cary, IL",13.0,,115000.0,Full-time,,0,Mid-Senior level,1712667235000.0,0,FULL_TIME,USD,127500.0,2024-04-09 12:53:55,2024,2024-04,Cary,IL,127500.0,0,0,0,0,0,0,0,0,1,0,0,0,Above 120K,,0.0,0.0,"eNGINE_Microsoft Dynamics Great Plains Lead_Cary, IL",1,1,1,2.639057329615259,1,0.09435795777878098,0
3889753209,2020 Search Partners,Junior Account Executive,85000.0,YEARLY,"Orlando, FL",50.0,,45000.0,Full-time,5.0,0,Entry level,1712667234000.0,0,FULL_TIME,USD,65000.0,2024-04-09 12:53:54,2024,2024-04,Orlando,FL,65000.0,0,0,1,0,0,0,0,0,1,0,0,0,50K-80K,0.1,5.0,0.1,"2020 Search Partners_Junior Account Executive_Orlando, FL",1,2,1,3.9318256327243257,1,0.13983689878331534,0
3889753211,NASIC (National Air and Space Intelligence Center),Developmental Intelligence Specialist,,,"Dayton, OH",28.0,,,Full-time,4.0,0,Entry level,1712667223000.0,0,FULL_TIME,,,2024-04-09 12:53:43,2024,2024-04,Dayton,OH,,0,0,0,0,0,0,0,0,1,1,0,0,Not Disclosed,0.1428571428571428,4.0,0.14285714285714285,"NASIC (National Air and Space Intelligence Center)_Developmental Intelligence Specialist_Dayton, OH",1,2,0,3.367295829986474,1,0.18711736622290548,0
3889753436,Etna Consulting Group,Food Microbiologist,,,"Jacksonville, FL",19.0,,,Full-time,3.0,0,Not Specified,1712667969000.0,0,FULL_TIME,,,2024-04-09 13:06:09,2024,2024-04,Jacksonville,FL,,0,0,1,0,0,0,0,0,1,1,0,0,Not Disclosed,0.1578947368421052,3.0,0.15789473684210525,"Etna Consulting Group_Food Microbiologist_Jacksonville, FL",1,3,0,2.995732273553991,1,0.19006091229808786,0
